barcode	stain_status	id	accessURI	institutionCode	catalogNumber	recordedBy	year	month	day	verbatimEventDate	country	stateProvince	county	locality	identifiedBy	scientificName
00002022	stained	http://n2t.net/ark:/65665/38f25357c-ca64-4f40-9dc3-c1bb1aa148db	http://n2t.net/ark:/65665/m31ce80033-8331-4a20-8758-da02311de657	US	48549	C. Wright	1851	9		-- Sep 1851	Mexico	Sonora		San Pedro.		Desmodium bigelovii
00002026	stained	http://n2t.net/ark:/65665/3476b517a-d116-42cd-b52a-6ec9dcaede15	http://n2t.net/ark:/65665/m35b52ee4c-73e6-4267-9f35-5b5cff1bb4f3	US	48500	C. Wright	1851	9		-- Sep 1851	Mexico	Sonora		On the Sonoita, near deserted rancho.		Desmodium gramineum
00002037	stained	http://n2t.net/ark:/65665/38c12ef61-47e5-4918-bf05-75285d68ea87	http://n2t.net/ark:/65665/m3fb79a17c-f6c5-4fca-862a-556da803c760	US	64321	C. Wright	1856			-- --- 1856	Japan	Okinawa				Desmodium laterale
00002040	stained	http://n2t.net/ark:/65665/3ea0db65f-c92d-4696-a70f-d18d096dbdd1	http://n2t.net/ark:/65665/m32596aa66-0b83-4cce-93e8-4e552d744ab8	US	40704	Wilkes Explor. Exped.	1838			-- --- 1838 to -- --- 1842	Philippines	Laguna		Los Banos.		Desmodium leptopus
00002061	stained	http://n2t.net/ark:/65665/3dbf21417-5a44-4e39-b14f-239fdd546757	http://n2t.net/ark:/65665/m336bb1540-bb94-4599-9732-7578651a28d7	US	48473	C. Wright	1849	10		-- Oct 1849	United States	Texas	El Paso	East of El Paso.		Desmodium neomexicanum
00002072	stained	http://n2t.net/ark:/65665/39b99b76a-6b57-4c73-96b1-88feac82d908	http://n2t.net/ark:/65665/m3fcb22c38-2ab6-49d8-98ac-c217984be236	US	425478	T. S. Brandegee	1902	11		-- Nov 1902	Mexico	Baja California		Cape Regiore.		Desmodium tastense
00002075	stained	http://n2t.net/ark:/65665/35fb4eb3b-1eee-4ff1-8c57-d7d099ece232	http://n2t.net/ark:/65665/m35c45d0a2-76c4-47cb-9c95-791541f65fd3	US	48469	E. Bourgeau	1865	9	7	07 Sep 1865	Mexico	Distrito Federal		Valle de Mexico.		Desmodium subtile
00002078	stained	http://n2t.net/ark:/65665/320576274-35d7-4e02-a007-cfd2881ae8ca	http://n2t.net/ark:/65665/m361aa3ed4-d82f-45dd-9335-de793720edc5	US	48468	C. Wright	1851	9		-- Sep 1851	Mexico	Sonora		On the Sonoita near deserted Rancho.		Desmodium sonorae
00002083	stained	http://n2t.net/ark:/65665/30702377f-b83b-4454-9f9f-111c9c6f9436	http://n2t.net/ark:/65665/m3dca5d7ee-7641-4636-b07e-eddee0deb077	US	59957	C. Wright				-- --- ----	United States	New Mexico				Desmodium rosei
00002092	stained	http://n2t.net/ark:/65665/35bc181b0-bed7-4a9a-b58b-a8f44aa82788	http://n2t.net/ark:/65665/m3d5befbbb-2bca-4bea-894f-bc5bb2e99701	US	48505	C. Wright	1851	9		-- Sep 1851	Mexico	Sonora		Near Santa Cruz.		Desmodium psilocarpum
00002108	stained	http://n2t.net/ark:/65665/34bb9d891-bbb1-4ecd-8d95-937aebd29bbc	http://n2t.net/ark:/65665/m3862eac3e-a5f6-4863-a72a-e6a015df7fc4	US	48472	C. Wright	1849			-- --- 1849	United States	Texas	Travis	Austin.		Desmodium wrightii
00002138	stained	http://n2t.net/ark:/65665/360557f8e-a9e0-4965-a4d8-af0e0c0d8906	http://n2t.net/ark:/65665/m30b005c69-eb53-4020-975f-c19083fa9fa1	US	49498	J. L. Berlandier				-- --- ----	United States	Texas				Chamaecrista aristellata
00002279	stained	http://n2t.net/ark:/65665/347d568cb-0164-4ace-a68e-49e89b0960d1	http://n2t.net/ark:/65665/m34d516348-c260-4cd5-bef2-ec70ced9a033	US	42964	E. Kerber				-- --- 189-	Mexico			E of Monserrat		Dalbergia mexicana
00002298	stained	http://n2t.net/ark:/65665/3525029a8-9462-49a0-b8a7-eda45d4e8191	http://n2t.net/ark:/65665/m3b269d977-a355-4746-a039-8881a4de91a2	US	800192	A. Henry	1885				China	Hubei		Central China. Prov. Hupeh		Lespedeza ichangensis
00002324	stained	http://n2t.net/ark:/65665/3f288e16d-f61f-4e3c-8e7e-cc9a4c6633fc	http://n2t.net/ark:/65665/m33b08b923-31a4-4358-911b-c7a4ef2b7d01	US	8431	C. Wright	1849			-- --- 1849	United States	Texas		Live Oak Creek and Rio Grande.		Krameria parvifolia var. ramosissima
00002557	stained	http://n2t.net/ark:/65665/3fda5235e-5d01-4875-8109-8eab44720b76	http://n2t.net/ark:/65665/m34e13c3c5-5943-4d11-a712-7b8b5f7dda90	US	46790	C. G. Pringle	1885	5	25	25 May 1885	Mexico	Chihuahua		Rocky hills near Chihuahua.	Simpson, B. B., (TEX), University of Texas at Austin (UNITED STATES)	Hoffmannseggia multijuga
00002559	stained	http://n2t.net/ark:/65665/311432b94-7dc6-432a-b7ab-cd6f2ac721e7	http://n2t.net/ark:/65665/m38e3e0949-8493-420d-9165-109a37518d17	US	44612	C. C. Parry	1838	10		-- Oct 1838	United States	Texas		Below Canyon of San Carlos.		Hoffmannseggia melanosticta var. parryi
00002565	stained	http://n2t.net/ark:/65665/35d44a8e6-ba92-448d-a60f-e4eff266a6b0	http://n2t.net/ark:/65665/m331101523-f0a8-4210-9ecd-f5cf492ac048	US	73614	H. H. Rusby	1881	5		-- May 1881	United States	New Mexico		Mangus Springs.		Hoffmannseggia falcaria var. rusbyi
00002570	stained	http://n2t.net/ark:/65665/35ca21e15-af2b-46a3-a304-c29124d7a6b6	http://n2t.net/ark:/65665/m3a9f227e9-687e-477b-a35a-09aaa45a2559	US	65521	C. Wright	1851			-- --- 1851	United States	New Mexico				Hoffmannseggia drepanocarpa
00002571	stained	http://n2t.net/ark:/65665/3025a1ff4-6068-462b-83cd-952f918bfd95	http://n2t.net/ark:/65665/m36b176249-f013-4a85-aa34-a09b82afd7c0	US	73604	C. Wright	1849	5		-- May 1849 to  -- Oct 1849	United States	New Mexico / Texas		Valley of the Pecos.		Hoffmannseggia densiflora
00002572	stained	http://n2t.net/ark:/65665/3c95e39a7-69f8-4ee6-93e9-316a8773fcbf	http://n2t.net/ark:/65665/m3c4cec593-5c91-46e9-8c70-c59dd9a13201	US	42967	C. Wright	1849	10		-- Oct 1849	United States	Texas		Between Nueces and Rio Grande.		Hoffmannseggia caudata
00002574	stained	http://n2t.net/ark:/65665/32d4a0cf3-9797-449b-86c0-3ac2176d052c	http://n2t.net/ark:/65665/m347645853-73ac-4767-8469-4e985f36d7ef	US	62181	C. Wright	1851				United States	New Mexico		N. Mex. [=northern Mexico or New Mexico? either way possibly referring to present-day Arizona or Texas]		Hoffmannseggia brachycarpa
00002577	stained	http://n2t.net/ark:/65665/3f5873421-b9ce-4965-9a11-2de9adc6d6ec	http://n2t.net/ark:/65665/m39a4fc44a-14f4-4619-a972-5bd0ba5b8cc1	US	42973	L. J. Xantus				-- --- ----	Mexico	Baja California Sur		Cape St. Lucas.		Caesalpinia mexicana var. californica
00002601	stained	http://n2t.net/ark:/65665/3c76bf5b3-ae5e-4dcf-8b3d-d9ccbf8540e9	http://n2t.net/ark:/65665/m39a8fda87-bedc-4180-a084-3bb506a7cfcf	US	229315	E. W. Nelson	1895	7	13	13 Jul 1895	Mexico	Oaxaca		Between San Geronimo and La Venta.		Caesalpinia sclerocarpa
00002611	stained	http://n2t.net/ark:/65665/3b3b97795-d024-4030-ba66-5bc334d84700	http://n2t.net/ark:/65665/m31efb7263-4a11-49af-800f-8bd9711f5737	US	62678	C. Wright				-- --- ----	Cuba					Libidibia pauciflora
00002616	stained	http://n2t.net/ark:/65665/3fb80cade-2f21-4ddf-970a-86f4ec602aab	http://n2t.net/ark:/65665/m3b5fa409b-a225-4be5-836f-249261d129c2	US	43246	C. Wright				-- --- ----	Cuba					Caesalpinia oblongifolia
00002617	stained	http://n2t.net/ark:/65665/3061a9755-36c5-4fcd-bcbe-a42e3ca5c5a2	http://n2t.net/ark:/65665/m38f02266b-a5d7-4706-b9ba-50287848cc7e	US	763649	E. W. Nelson	1895	2	9	09 Feb 1895	Mexico	Guerrero		Between Copala and Juchitango.		Poincianella nelsonii
00002648	stained	http://n2t.net/ark:/65665/3ccb07279-03eb-47ca-906d-55a26f2aecc9	http://n2t.net/ark:/65665/m351035c8f-e093-445d-9264-7b87dbf007b0	US	59708	M. Bang	1891			-- --- 1891	Bolivia	Cochabamba		Vic. Cochabamba.		Platymiscium cochabambense
00002672	stained	http://n2t.net/ark:/65665/34ce0487a-df1d-4cb4-a4e6-2fe4e2b9a4fb	http://n2t.net/ark:/65665/m3ec374a77-3662-400f-ba37-9e8d670f1b6f	US	208513	E. Palmer	1891	3		-- Mar 1891	Mexico	Colima		Manzanillo.		Lonchocarpus constrictus
00002677	stained	http://n2t.net/ark:/65665/3eae572de-0c19-45a8-a5ec-2e3a1a8f4c51	http://n2t.net/ark:/65665/m3172167a1-e619-45f6-9145-15986caa4854	US	48925	E. W. Nelson	1894	11	20	20 Nov 1894	Mexico	Puebla		Between Petlancinqo and Acatlan.		Lonchocarpus caudatus
00002685	stained	http://n2t.net/ark:/65665/3db301c84-243a-41be-9567-13b0d33291f9	http://n2t.net/ark:/65665/m3ad452ec8-7146-49e8-8575-6c5ffa7d4364	US	48926	M. Botteri				-- --- ----	Mexico	Veracruz Llave		Orizaba.		Lonchocarpus affinis
00002686	stained	http://n2t.net/ark:/65665/365d544be-4de7-4fe0-a64a-1ef245431db4	http://n2t.net/ark:/65665/m3c8d5311b-7633-4816-bff4-c6821b2a07b1	US	47312	C. Wright				-- --- ----	Cuba					Behaimia cubensis
00002702	stained	http://n2t.net/ark:/65665/385989b79-c9b1-4ffc-8b14-1374c126d87e	http://n2t.net/ark:/65665/m332128f7b-5014-45f2-a998-a32ca393cee2	US	79564	C. Wright	1860			-- --- 1860	Cuba					Caesalpinia wrightiana
00002884	stained	http://n2t.net/ark:/65665/3c65bbd01-92d4-47c4-86a2-8cd15bdc1e82	http://n2t.net/ark:/65665/m3eafa5d1c-084b-4f6d-ab76-05f7ae07d103	US	48453	C. Wright				-- --- ----	Cuba			Retiro.		Ateleia apetala
00002914	stained	http://n2t.net/ark:/65665/328ff21ea-9ad7-45a1-bd3c-2b503268769c	http://n2t.net/ark:/65665/m3482159d0-b283-4d10-b017-e717f87206e8	US	68348	C. Wright	1856			-- --- 1856 to  -- --- 1860	Cuba					Belairia mucronata
00002969	stained	http://n2t.net/ark:/65665/36fc5cf1d-37b6-44e3-8ade-0f889582a2b8	http://n2t.net/ark:/65665/m30de2d167-db5f-44d9-83d8-718c4c3ce031	US	83213	S. Tschonoski	1864			-- --- 1864	Japan					Sophora platycarpa
00002979	stained	http://n2t.net/ark:/65665/3ba9426e0-179d-4b82-8a02-38c52892e403	http://n2t.net/ark:/65665/m39c53e663-8258-48fd-9092-a9411c067412	US	67176	Wilkes Explor. Exped.	1838			-- --- 1838 to -- --- 1842	United States	Hawaii	Hawaii	Maunaloa above Crater Lua Pele.		Edwardsia chrysophylla var. glabrata
00003013	stained	http://n2t.net/ark:/65665/3dca38c5a-ddb2-419d-88a9-3c40389038c2	http://n2t.net/ark:/65665/m3070ed7ef-f185-4006-bc36-f84105b525b4	US	48527	J. S. Newberry	1858	5	13	13 May 1858	United States	Arizona		Oryabe (Moqui Village).		Sophora stenophylla
00003026	stained	http://n2t.net/ark:/65665/32a77451f-ca21-4b98-9a2d-8527176cf77d	http://n2t.net/ark:/65665/m310eee9bb-d121-4679-86ac-ccabf25a4ba7	US	20163	Wilkes Explor. Exped.	1838			-- --- 1838 to -- --- 1842	Australia	New South Wales		Near New Castle.		Chorizema gomphocarpum
00003027	stained	http://n2t.net/ark:/65665/324eb48d5-c2c7-4f72-8ec0-0af9e17ee108	http://n2t.net/ark:/65665/m30635c4eb-0bad-47ef-8815-e1ef5b88f0b1	US	20160	Wilkes Explor. Exped.	1838			-- --- 1838 to -- --- 1842	Australia	New South Wales		Near Sydney.		Podolobium obovatum
00003028	stained	http://n2t.net/ark:/65665/362bbd9de-8f03-41d0-8752-542a2de7c4e3	http://n2t.net/ark:/65665/m31ed34e14-0f3a-4aa0-bafa-98e36b50438a	US	20156	Wilkes Explor. Exped.	1838			-- --- 1838 to -- --- 1842	Australia	New South Wales		Hunter's River.		Oxylobium hamulosum
00003030	stained	http://n2t.net/ark:/65665/36554f6de-7a78-4b05-80b7-7abc14c42d8e	http://n2t.net/ark:/65665/m3670a5e35-2701-49fd-944b-b868a46c65c8	US	20121	E. Hall	1872	3	20	20 Mar 1872	United States	Texas		Houston.		Baptisia viridis
00003041	stained	http://n2t.net/ark:/65665/3aea46b5a-21dc-4ea7-8d90-4f152ebda59d	http://n2t.net/ark:/65665/m3ee8f0f73-72ed-4d90-9a71-71af788ae4fe	US	136748	K. G. Kotschy	1839	9	22	22 Sep 1839	Sudan	Kordofan		Near Abu Gerad.		Crotalaria lupinoides
00003149	stained	http://n2t.net/ark:/65665/3cbea3854-6846-4f8a-8145-a2bffac2e241	http://n2t.net/ark:/65665/m3ce4e7659-b91b-46c8-9525-98eea0db58b1	US	20609	E. L. Greene	1886	4	16	16 Apr 1886	United States	California	Marin	Near Olema.		Lupinus carnosulus
00003156	stained	http://n2t.net/ark:/65665/3b98d5a8b-8cd0-49a2-a173-3d660a1cbbcd	http://n2t.net/ark:/65665/m3d317a5be-dc62-4ee2-bc1e-47f7a6a2b52a	US	20645	A. Kellogg & W. G. W. Harford	1868			-- --- 1868 to  -- --- 1869	United States	California				Lupinus densiflorus var. perfistulosus
00003256	stained	http://n2t.net/ark:/65665/37dc0a86a-c9f6-4bc5-a0e6-cb982b13e41c	http://n2t.net/ark:/65665/m3362e5c71-6494-451d-a984-d02db93fa871	US	326587	M. E. Jones	1894	5	3	03 May 1894	United States	Utah		Silver Reef.		Lupinus jonesii
00003275	stained	http://n2t.net/ark:/65665/3554345c0-bac8-4527-9f8c-62d27b3592f6	http://n2t.net/ark:/65665/m30b352147-6982-4369-82ed-bf2252bfe4de	US	45621	E. W. Nelson	1894	10	17	17 Oct 1894	Mexico	Oaxaca		Near Reyes.		Lupinus macranthus
00003279	stained	http://n2t.net/ark:/65665/36c2d3f62-124b-4ef8-a614-f418ea6eb21e	http://n2t.net/ark:/65665/m330c4f94b-22e4-4fc6-bccd-575babeffb7d	US	233754	L. F. Henderson	1895	7	5	05 Jul 1895	United States	Idaho	Valley	Long Valley.		Lupinus longivallis
00003282	stained	http://n2t.net/ark:/65665/3d8a5229b-e225-4863-94b8-948d1d4180f1	http://n2t.net/ark:/65665/m30bdb257d-e20f-45d0-bd27-4c4ee70b522f	US	326569	M. E. Jones	1894	5	16	16 May 1894	United States	Utah		Springdale.		Lupinus leucanthus
00003297	stained	http://n2t.net/ark:/65665/3a45ecbf9-94eb-448c-9335-325bfaed275d	http://n2t.net/ark:/65665/m383c62373-0c09-4764-99d3-062e8e77125a	US	21066	C. G. Pringle	1887	10	7	07 Oct 1887	Mexico	Chihuahua		Sierra Madre.		Lupinus montanus var. glabrior
00003306	stained	http://n2t.net/ark:/65665/3922c3956-56a0-4fce-9382-9888e92d2971	http://n2t.net/ark:/65665/m35b8bf6fd-7acd-4344-8b39-3bf5ff68efe0	US	365876	M. E. Jones	1894	4	14	14 Apr 1894	United States	Nevada		Mica Spring.		Lupinus micensis
00003383	stained	http://n2t.net/ark:/65665/3b16e8ce2-75b2-49ad-9d84-411bbe3a41d6	http://n2t.net/ark:/65665/m3f07972d0-3425-406b-a068-5bedfc7da372	US	21077	T. Streets	1875			-- --- 1875	Mexico	Baja California				Lupinus sparsiflorus var. setosissimus
00003392	stained	http://n2t.net/ark:/65665/386bd7fa8-8292-4783-bfea-f4c76e462a67	http://n2t.net/ark:/65665/m3b6bdb18b-1df6-4f9e-b11d-83980ab90402	US	45622	E. W. Nelson	1894	9	10	10 Sep 1894 to  20 Sep 1894	Mexico	Oaxaca		18 mi SW of Oaxaca City		Lupinus simulans
00003411	stained	http://n2t.net/ark:/65665/36cbd6065-de82-484a-bfeb-35b47446032d	http://n2t.net/ark:/65665/m3f44f4e5d-589b-4719-937c-1b48f76cfc49	US	21022	W. N. Suksdorf	1883	5		-- May 1883 to  -- Jun 1883	United States	Washington	Klickitat	Columbia River.		Lupinus suksdorfii
00003413	stained	http://n2t.net/ark:/65665/3f3e3f913-78ce-43af-813a-2738ac059515	http://n2t.net/ark:/65665/m38bd72ba9-466e-431a-8aea-c04c10cddfb1	US	20841	Wilkes Explor. Exped.	1838			-- --- 1838 to -- --- 1842	Chile	Valparaíso (V)				Lupinus subvexus var. wilkesii
00003430	stained	http://n2t.net/ark:/65665/3335eb441-8901-417b-9625-7f51f8a642eb	http://n2t.net/ark:/65665/m3071313a8-ad27-4114-a481-c55abfb87b5c	US	21042	S. Watson	1869	7		-- Jul 1869	United States	Utah		Parley's Park.		Lupinus watsonii
00003443	stained	http://n2t.net/ark:/65665/365732c8f-4607-4fa1-bfd8-c7d275377b17	http://n2t.net/ark:/65665/m39217f201-2370-4e0c-80b7-3f6fb23c5cb7	US	48096	S. Watson	1868	5		-- May 1868	United States	Nevada		Truckee and Pah-ute Ranges.		Lupinus uncialis
00003469	stained	http://n2t.net/ark:/65665/3de697f56-3cb8-4640-92b6-8b3b3adeb13f	http://n2t.net/ark:/65665/m3710ec660-eccd-4bef-9f1a-ca65d4236b22	US	137163	B. Balansa	1855	5	16	16 May 1855 and  21 Jun 1855	Turkey			Cilicia.		Pocockia cilicica
00003470	stained	http://n2t.net/ark:/65665/3b1b2c6e1-6696-4973-ab0b-bd719a30b951	http://n2t.net/ark:/65665/m34beda454-a959-4a0d-9f8f-37b164cf98b2	US	137162	B. Balansa	1855	5	16	16 May 1855 and  21 Jun 1855	Turkey			Cilicia.		Pocockia cilicica
00003471	stained	http://n2t.net/ark:/65665/35b7decc9-6abe-448c-811a-cd77c4da27fd	http://n2t.net/ark:/65665/m3dbf9a9d9-9852-475c-a9b7-5f32eeb8f329	US	136846	P. E. Boissier	1842	6		-- Jun 1842	Turkey			Izmir (Smyrna).		Genista anatolica
00003474	stained	http://n2t.net/ark:/65665/37ce61bf3-65a0-470b-b27d-913af8d88a6c	http://n2t.net/ark:/65665/m3f54c6a28-053d-4314-8e0b-502cc407d247	US	1484893	Wilkes Explor. Exped.	1838			-- --- 1838 to -- --- 1842	Peru	San Martín	Mariscal Cáceres	Rio Huallaga, margen Derecha del; Balsa Probana; dtto. Tocache Nuevo		Trifolium matthewsii
00003476	stained	http://n2t.net/ark:/65665/344f0422b-0ed6-4709-a716-eef296e2337f	http://n2t.net/ark:/65665/m35858db7e-4c2d-497e-baf8-486bbafa1801	US	46792	E. Palmer	1877			-- --- 1877	United States	Utah		Southern Utah.		Trifolium macilentum
00003481	stained	http://n2t.net/ark:/65665/30b4e8582-7839-4916-a9a4-d6db0f6147aa	http://n2t.net/ark:/65665/m3975911ef-26eb-40f7-8c7f-812b017e9724	US	772992	J. G. Lemmon				-- Jul ----	United States	California	Sierra	Sierra Valley.		Trifolium lemmonii
00003483	stained	http://n2t.net/ark:/65665/3545caa03-acc3-4e1c-9b6a-58e0374b46f2	http://n2t.net/ark:/65665/m31d9fcdf7-a80c-4cfb-947e-b980fd0a914e	US	22048	C. Wright	1851			-- --- 1851	United States	New Mexico		Southwestern New Mexico.		Trifolium lacerum
00003484	stained	http://n2t.net/ark:/65665/3abd3458c-3599-4feb-bbff-ee2566edb2e2	http://n2t.net/ark:/65665/m3ab334d13-1f5e-45a0-8159-f9ee0d4d8cab	US	22071	S. Watson	1869	6		-- Jun 1869	United States	Utah		Wahsatch Mountains.		Trifolium kingii
00003486	stained	http://n2t.net/ark:/65665/3f522d4bc-525e-4ab3-8c55-078c20b57a7c	http://n2t.net/ark:/65665/m36cd37d0c-3e79-4d39-91eb-d00f0e612bf8	US	22029	G. N. Allen	1871			-- --- 1871	United States	Idaho	Fremont / Madison	Henry's Fork of Snake River.		Trifolium haydeni
00003488	stained	http://n2t.net/ark:/65665/349fc7c25-1859-47c6-9b14-857b17bc8297	http://n2t.net/ark:/65665/m3f83a9b10-d7c3-4bb0-b700-e1ef0493ebb9	US	23414	E. Bourgeau	1863			-- --- 1863 to  -- --- 1866	Mexico			vallie de Mexico a Contrason.		Trifolium fistulosum
00003495	stained	http://n2t.net/ark:/65665/346f48302-26d0-4a14-8ca4-bd661a107b0d	http://n2t.net/ark:/65665/m352a82342-39a7-4f7c-9fe5-13599d311bd6	US	21955	T. S. Brandegee				-- --- ----	United States	New Mexico		Northwestern border.		Trifolium brandegei
00003522	stained	http://n2t.net/ark:/65665/3ca4ac291-63cb-4ebf-a388-e90347dbe330	http://n2t.net/ark:/65665/m37f727e27-3d2b-434e-8d29-fce457d52d5f	US	43991	A. Heermann	1853	7		-- Jul 1853	United States	California		Fort Miller.		Hosackia lathyroides
00003530	stained	http://n2t.net/ark:/65665/31bb5fad3-8984-41ca-8fbf-68047daf572a	http://n2t.net/ark:/65665/m3e25aa4f4-df4f-408f-bbf6-b26e7afb6aaf	US	22004	E. Palmer	1877			-- --- 1877	United States	Utah				Trifolium villiferum
00003531	stained	http://n2t.net/ark:/65665/3d95b8376-41c0-47a2-8d3a-25433bfdb913	http://n2t.net/ark:/65665/m3acadf1f1-dd4c-47f1-9513-fdba2b1eb0e6	US	21994	S. Watson	1869	8		-- Aug 1869	United States	Utah		Uintas.		Trifolium uintense
00003534	stained	http://n2t.net/ark:/65665/3cf69b067-48e7-4659-a82a-3a65b4386d19	http://n2t.net/ark:/65665/m34f1036e4-67c9-4696-888f-f846de990295	US	22023	J. S. Newberry	1858	5	22	22 May 1858	United States	Arizona		Near Fort Defiance.		Trifolium subcaulescens
00003554	stained	http://n2t.net/ark:/65665/32993f47e-99e9-4033-adc3-97f444373ac8	http://n2t.net/ark:/65665/m3732660c9-85a0-4704-af78-6aee156d4cfc	US	23791	E. Palmer	1877			-- --- 1877	United States	Utah				Lotus longebracteatus
00003562	stained	http://n2t.net/ark:/65665/32b5ba4f7-b6a4-46f4-ac0d-a983e4637a58	http://n2t.net/ark:/65665/m3486bca6f-6693-4f72-a8c6-cdc7e15fb74b	US	23879	C. Wright				-- --- ----	United States	New Mexico				Hosackia wrightii
00003592	stained	http://n2t.net/ark:/65665/3e1c8f78c-f033-4d7b-adb1-5333bfc9d77c	http://n2t.net/ark:/65665/m3353de08c-c643-4350-b228-daf6b6a78973	US	49906	C. Wright	1851	9		-- Sep 1851	Mexico	Sonora		Near Santa Cruz.		Indigofera sphaerocarpa
00003603	stained	http://n2t.net/ark:/65665/31655cc74-3fb0-4722-abe2-92fc245aad5c	http://n2t.net/ark:/65665/m3cffc33cf-88df-42bc-9ae4-efbb4976327b	US	24635	Wilkes Explor. Exped.	1838			-- --- 1838 to -- --- 1842	Peru			Obrajillo		Indigofera obrajillensis
00003615	stained	http://n2t.net/ark:/65665/35a0626e9-de4c-4dd5-8a46-c56ef2ed9195	http://n2t.net/ark:/65665/m3b1044ef6-be3e-4c48-8130-5e297d1f1f08	US	24203	C. Wright	1851	9		-- Sep 1851	Mexico	Sonora		Sonora, and the copper mine.		Eysenhardtia amorphoides var. orthocarpa
00003647	stained	http://n2t.net/ark:/65665/325722349-f9d3-4a35-91fc-c09e7c57372b	http://n2t.net/ark:/65665/m3eb14d8ae-4148-4c44-8d7c-2447f21ca497	US	125258	E. P. Thompson	1872			-- --- 1872	United States	Arizona				Dalea amoena
00003648	stained	http://n2t.net/ark:/65665/3e71b03c8-92d0-4257-8643-940fcd5e6e89	http://n2t.net/ark:/65665/m314a704d3-a8cc-4c03-9b08-74ff3667eae1	US	125245	C. Wright	1851	9		-- Sep 1851	Mexico	Sonora		San Pedro and Barbocomori.		Dalea albiflora
00003651	stained	http://n2t.net/ark:/65665/31db26965-aafd-4595-a7e7-e7ceaf56c8a8	http://n2t.net/ark:/65665/m379e65943-7291-4c21-949c-f5d943865a5d	US	24200	F. J. Lindheimer	1846			-- --- 1846	United States	Texas				Eysenhardtia texana
00003666	stained	http://n2t.net/ark:/65665/3909aa3cd-a9d6-4889-a09c-10e80890cc92	http://n2t.net/ark:/65665/m3a126edf0-c1b7-4450-8dfb-0197db0d7ac1	US	24317	L. J. Xantus	1859	8		-- Aug 1859 to  -- Feb 1860	Mexico	Baja California Sur		Cape San Lucas.		Dalea chrysorhiza
00003676	stained	http://n2t.net/ark:/65665/3b55f7c1a-a999-43bb-9008-3a3388d1608c	http://n2t.net/ark:/65665/m33744d53b-0adb-481f-b946-4de00deae78b	US	125275	C. Wright	1851			-- --- 1851	United States	New Mexico				Dalea brachystachys
00003678	stained	http://n2t.net/ark:/65665/368b3efdb-6668-4b8c-97ff-393904186060	http://n2t.net/ark:/65665/m37507b07a-965b-477a-b163-e776dc1a9ecc	US	125432	J. M. Bigelow				-- --- ----	United States	New Mexico		Chiefly in Valley of Rio Grande, below Donana.		Parosela bigelovii
00003683	stained	http://n2t.net/ark:/65665/3cb3b98ef-99ba-4cb7-aa53-838a6ebc0803	http://n2t.net/ark:/65665/m3e399feca-f9ea-478c-a478-95951d285abe	US	125309	C. Wright	1851	8		-- Aug 1851 to  -- Oct 1851	United States	New Mexico				Dalea filiformis
00003715	stained	http://n2t.net/ark:/65665/311144b8c-30a2-4a8f-813a-1ed5f11bfabd	http://n2t.net/ark:/65665/m31c602d5e-e17f-4abe-909b-93ab881c1e52	US	125329	E. Hall	1872	6	28	28 Jun 1872	United States	Texas	Dallas	Dallas.		Dalea hallii
00003743	stained	http://n2t.net/ark:/65665/3faf95b08-7f2f-4374-926d-aa0d31532e0c	http://n2t.net/ark:/65665/m30ca5c9f2-ea41-4b2f-b897-51d7589b0489	US	125361	C. Wright	1849	8		-- Aug 1849	United States	Texas				Dalea lasiathera
00003747	stained	http://n2t.net/ark:/65665/381fa1dc6-f60a-4d4f-8332-ea843fa40ebb	http://n2t.net/ark:/65665/m315e09869-9b5c-4939-ba58-59a362a3cba1	US	125345	C. Wright	1849	8		-- Aug 1849	United States	Texas				Dalea lachnostachys
00003750	stained	http://n2t.net/ark:/65665/31009216d-2891-4411-b00c-25afdbd5eded	http://n2t.net/ark:/65665/m3ee8a8393-89ab-4953-8299-f966854738c7	US	125431	C. Wright	1851			-- --- 1851	United States	New Mexico				Dalea polygonoides
00003774	stained	http://n2t.net/ark:/65665/3746e4bae-a3b4-444b-b344-caea8ea15108	http://n2t.net/ark:/65665/m3434f598e-4605-4bc0-b0e6-d53b3107341b	US	773393	C. G. Pringle	1886	9	23	23 Sep 1886	Mexico	Chihuahua		Near Paso del Norte.		Parosela subvillosa
